Nom anglais;Nom francais;Lien Alucare;Lien Mister Tix;Lien Inteleria;Faction
Drake;Drake;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-drake-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/drake/;https://www.inteleria.com/champion-list/drake/;LIZARDMEN
Jizoh;Jizoh;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-jizoh-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/jizoh/;https://www.inteleria.com/champion-list/jizoh/;LIZARDMEN
Broadmaw;Largegueule;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-largegueule-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/largegueule/;https://www.inteleria.com/champion-list/broadmaw/;LIZARDMEN
Aox the remember;Aox le memorieux;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-aox-le-memorieux-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/aox-the-rememberer/;LIZARDMEN
Muckstalker;Pistegadoue;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-pistegadoue-muckstalker-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/muckstalker/;LIZARDMEN
Skink;Scinque;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-scinque-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/skink/;LIZARDMEN
Gator;Gator;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-gator-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/gator/;LIZARDMEN
Slitherbrute;Brutondulante;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-brutondulante-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/slitherbrute/;LIZARDMEN
Bogwalker;Marchemarais;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-marchemarais-bogwalker-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/bogwalker/;LIZARDMEN
Skullsworn;Portecrane;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-portecrane-skullsworn-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/skullsworn/;LIZARDMEN
Hurler;Hurleur;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-hurleur-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/hurler/;LIZARDMEN
Flinger;Lanceur;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-lanceur-flinger-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/flinger/;LIZARDMEN
Slasher;Balafreur;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-balafreur-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/slasher/;LIZARDMEN
Metalshaper;Sculptemetal;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-sculptemetal-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/sculptemetal/;https://www.inteleria.com/champion-list/metalshaper/;LIZARDMEN
Haruspex;Haruspex;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-haruspex-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/haruspex/;LIZARDMEN
Skinner;Ecorcheur;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-ecorcheur-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/skinner/;LIZARDMEN
Hardscale;Durecaille;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-durecaille-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/hardscale/;LIZARDMEN
Harceleur;Harceleur;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-harceleur-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/stalker/;LIZARDMEN
Saurus;Saurus;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-saurus-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/saurus/;LIZARDMEN
Troglodyte;Troglodyte;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-troglodyte-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/troglodyte/;LIZARDMEN
Norog;Norog;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-norog-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/norog/;https://www.inteleria.com/champion-list/norog/;SKINWALKERS
Longbeard;Longuebarbe;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-longuebarbe-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/longuebarbe/;https://www.inteleria.com/champion-list/longbeard/;SKINWALKERS
Hakkorhn Smashlord;Hakkorhn Fracapacha;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-hakkorhn-fracapacha-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/hakkorhn-fracapacha/;https://www.inteleria.com/champion-list/hakkorhn-smashlord/;SKINWALKERS
Warchief;Chefdeguerre;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-chefdeguerre-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/chefdeguerre/;https://www.inteleria.com/champion-list/warchief/;SKINWALKERS
Brakus The Shifter;Brakus le Metamorphe;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-brakus-le-metamorphe-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/brakus-le-metamorphe/;https://www.inteleria.com/champion-list/brakus-the-shifter/;SKINWALKERS
Khoronar;Khoronar;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-khoronar-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/khoronar/;https://www.inteleria.com/champion-list/khoronar/;SKINWALKERS
Taurus;Taurus;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-taurus-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/taurus/;https://www.inteleria.com/champion-list/taurus/;SKINWALKERS
Flesh Tearer;Dechire-Chair;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-dechire-chair-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/dechire-chair/;https://www.inteleria.com/champion-list/flesh-tearer/;SKINWALKERS
Ripper;Eventreur;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-eventreur-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/eventreur/;https://www.inteleria.com/champion-list/ripper/;SKINWALKERS
Reinbeast;Renne Bestial;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-renne-bestial-reinbeast-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/renne-bestial/;https://www.inteleria.com/champion-list/reinbeast/;SKINWALKERS
Snorting Thug;Brute Bougonne;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-brute-bougonne-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/brute-bougonne/;https://www.inteleria.com/champion-list/snorting-thug/;SKINWALKERS
Yaga the Insatiable;Yaga l insatiable;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-yaga-linsatiable-yaga-the-insatiable-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/yaga-linsatiable/;https://www.inteleria.com/champion-list/yaga-the-insatiable/;SKINWALKERS
Steelskull;Cranedacier;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-cranedacier-steelskull-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/cranedacier/;https://www.inteleria.com/champion-list/steelskull/;SKINWALKERS
Basher;Cogneur;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-cogneur-basher-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/cogneur/;https://www.inteleria.com/champion-list/basher/;SKINWALKERS
Ursine Icecrusher;Ours Pile Glace;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-ours-pile-glace-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/ours-pile-glace/;https://www.inteleria.com/champion-list/ursine-icecrusher/;SKINWALKERS
Ursine Ironhide;Ours Peaudefer;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-ours-peaudefer-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/ours-peaudefer/;https://www.inteleria.com/champion-list/ursine-ironhide/;SKINWALKERS
Fayne;Fayne;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-fayne-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/fayne/;https://www.inteleria.com/champion-list/fayne/;SKINWALKERS
Graybeard;Barbegrise;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-barbegrise-graybeard-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/graybeard/;SKINWALKERS
Bloodpainter;Peintresang;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-peintresang-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/bloodpainter/;SKINWALKERS
Gnarlhorn;Cornenoueuse;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-cornenoueuse-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/gnarlhorn/;SKINWALKERS
Channeler;Medium;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-medium-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/channeler/;SKINWALKERS
Grappler;Bagarreur;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-bagarreur-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/grappler/;SKINWALKERS
Bloodhorn;Cornesang;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-cornesang-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/bloodhorn/;SKINWALKERS
Fleshmonger;Louchebem;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-louchebem-fleshmonger-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/fleshmonger/;SKINWALKERS
Panthera;Panthere;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-panthere-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/panthera/;SKINWALKERS
Windtalker;Parlevent;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-parlevent-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/windtalker/;SKINWALKERS
Satyr;Satyre;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-satyre-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/satyr/;SKINWALKERS
Grohak The Bloodied;Grohak l Ensanglante;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-grohak-lensanglante-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/grohak-lensanglante/;https://www.inteleria.com/champion-list/grohak-the-bloodied/;ORCS
Teela Goremane;Teela Toisongore;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-teela-toisongore-teela-goremane-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/teela-toisongore/;https://www.inteleria.com/champion-list/teela-goremane/;ORCS
Robar;Robar;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-robar-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/robar/;https://www.inteleria.com/champion-list/robar/;ORCS
Warlord;Seigneur de Guerre;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-seigneur-de-guerre-equipement-et-maitrise/ ;https://mistertix.fr/liste-hero/seigneur-de-guerre/;https://www.inteleria.com/champion-list/warlord/;ORCS
Angar;Angar;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-angar-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/angar/;https://www.inteleria.com/champion-list/angar/;ORCS
Kreela witch arm;Kreela Bras Sorciere;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-kreela-bras-sorciere-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/kreela/;https://www.inteleria.com/champion-list/kreela-witch-arm/;ORCS
Gomlok skyhide;Gomlok Peau Celeste;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-gomlok-peau-celeste-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/gomlok-skyhide/;ORCS
Iron Brago;Brago d Acier;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-brago-dacier-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/iron-brago/;ORCS
King Garog;Roi Garog;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-roi-garog-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/king-garog/;ORCS
Ultimate Galek;Galek Supreme;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-galek-supreme-equipement-et-maitrise/ ;https://mistertix.fr/liste-hero/galek-supreme/;https://www.inteleria.com/champion-list/ultimate-galek/;ORCS
Torturehelm;Heaumetorture;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-heaumetorture-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/heaumetorture/;https://www.inteleria.com/champion-list/torturehelm/;ORCS
Zargala;Zargala;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-zargala-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/zargala/;https://www.inteleria.com/champion-list/zargala/;ORCS
Bloodfeather;Plumesang;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-plumesang-bloodfeather-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/plumesang/;https://www.inteleria.com/champion-list/bloodfeather/;ORCS
Bonekeeper;Gardiendos;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-gardiendos-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/gardiendos/;https://www.inteleria.com/champion-list/bonekeeper/;ORCS
Shaman;Chamane;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-chamane-equipement-et-maitrise/ ;https://mistertix.fr/liste-hero/chamane/;https://www.inteleria.com/champion-list/shaman/;ORCS
Terrorbeast;Beteffroyable;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-beteffroyable-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/beteffroyable/;https://www.inteleria.com/champion-list/terrorbeast/;ORCS
Vrask;Vrask;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-vrask-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/vrask/;https://www.inteleria.com/champion-list/vrask/;ORCS
Seer;Prophetesse;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-prophetesse-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/prophetesse/;https://www.inteleria.com/champion-list/seer/;ORCS
Sandlashed Survivor;Survivante au Sable;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-survivante-au-sable-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/survivante-au-sable/;https://www.inteleria.com/champion-list/sandlashed-survivor/;ORCS
Tuhak the wanderer;Tuhak le Vagabond;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-tuhak-le-vagabond-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/tuhak-le-vagabond/;https://www.inteleria.com/champion-list/tuhak-the-wanderer/;ORCS
Dhukk the pierced;Dhukk le Perce;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-dhukk-le-perce-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/dhukk-the-pierced/;ORCS
Old jermit Jorrg;Vieil Ermite Jorrg;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-vieil-ermite-jorrg-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/old-hermit-jorrg/;ORCS
Deathchanter;Chantemort;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-chantemort-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/deathchanter/;ORCS
Chopper;Hacheur;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-hacheur-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/chopper/;ORCS
Galek;Galek;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-galek-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/galek/;ORCS
Spikehead;Tetepic;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-tetepic-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/spikehead/;ORCS
Ironclad;Cuirasse;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-cuirasse-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/ironclad/;ORCS
Goremask;Masquegore;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-masquegore-goremask-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/goremask/;ORCS
Treefeller;Abatarbre;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-abatarbre-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/treefeller/;ORCS
Twinclaw Disciple;Disciple Deuxgriffes;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-disciple-deuxgriffes-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/twinclaw-disciple/;ORCS
Raider;Pillarde;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-pillarde-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/raider/;ORCS
Totem;Totem;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-totem-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/totem/;ORCS
Veteran;Veteran;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-veteran-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/veteran/;ORCS
Huntress;Chasseresse ;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-chasseresse-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/huntress/;ORCS
Wyvernbane;Vouivre du Fleau;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-vouivre-du-fleau-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/wyvernbane/;ORCS
Ripperfist;Poing Eventreur;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-poing-eventreur-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/ripperfist/;ORCS
Pigsticker;Pique Porc;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-pique-porc-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/pigsticker/;ORCS
Warchanter;Chanteguerre;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-chanteguerre-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/warchanter/;ORCS
Tracker;Traqueur;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-traqueur-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/tracker/;ORCS
Throatcutter;coupegorge;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-coupegorge-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/throatcutter/;ORCS
Suntribe;Tribu du soleil;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-tribu-du-soleil-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/suntribe/;ORCS
Warboy;Garcon guerrier;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-garcon-guerrier-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/warboy/;ORCS
Prince Kymar;Prince Kymar;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-prince-kymar-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/prince-kymar/;https://www.inteleria.com/champion-list/prince-kymar/;DEMONSPAWN
Tyrant Ixlimor;Tyran Ixlimor;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-tyran-ixlimor-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/tyran-ixlimor/;https://www.inteleria.com/champion-list/tyrant-ixlimor/;DEMONSPAWN
Drexthar Bloodtwin;Drexthar Doublesang;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-drexthar-doublesang-drexthar-bloodtwin-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/drexthar-doublesang/;https://www.inteleria.com/champion-list/drexthar-bloodtwin/;DEMONSPAWN
Candraphon;Candraphon;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-candraphon-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/candraphon/;https://www.inteleria.com/champion-list/candraphon/;DEMONSPAWN
Mortu Macaab;Mortu Macaab;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-mortu-macaab-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/mortu-macaab/;https://www.inteleria.com/champion-list/mortu-macaab/;DEMONSPAWN
Lord Shazar;Lord Shazar;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-lord-shazar-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/lord-shazar/;https://www.inteleria.com/champion-list/lord-shazar/;DEMONSPAWN
Duchess Lilitu;Duchesse Lilitu;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-duchesse-lilitu-equipement-et-maitrise/ ;https://mistertix.fr/liste-hero/la-duchesse-lilitu/;https://www.inteleria.com/champion-list/duchess-lilitu/;DEMONSPAWN
Cruetraxa;Cruetraxa;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-cruetraxa-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/cruetraxa/;https://www.inteleria.com/champion-list/cruetraxa/;DEMONSPAWN
Inithwe Bloodtwin;Inithwe Doublesang;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-inithwe-doublesang-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/inithwe-doublesang/;https://www.inteleria.com/champion-list/inithwe-bloodtwin/;DEMONSPAWN
Alure;Charme;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-charme-alure-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/charme/;https://www.inteleria.com/champion-list/alure/;DEMONSPAWN
Excruciator;Tortureur;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-tortureur-excruciator-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/tortureur/;https://www.inteleria.com/champion-list/excruciator/;DEMONSPAWN
Erinyes;Erinye;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-erinye-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/erinye/;https://www.inteleria.com/champion-list/erinyes/;DEMONSPAWN
Souldrinker;Buveur d ame;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-buveur-dame-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/buveur-dame/;https://www.inteleria.com/champion-list/souldrinker/;DEMONSPAWN
Nazana;Nazana;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-nazana-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/nazana/;https://www.inteleria.com/champion-list/nazana/;DEMONSPAWN
Infernal Baroness;Baronne Infernale;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-baronne-infernale-infernal-baroness-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/baronne-infernale/;https://www.inteleria.com/champion-list/infernal-baroness/;DEMONSPAWN
Hellgazer;Mirenfer;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-mirenfer-hellgazer-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/mirenfer/;https://www.inteleria.com/champion-list/hellgazer/;DEMONSPAWN
Peydma;Peydma;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-peydma-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/peydma/;https://www.inteleria.com/champion-list/peydma/;DEMONSPAWN
Umbral Enchantress;Sombre Enchanteresse;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-sombre-enchanteresse-umbreal-enchantress-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/sombre-enchanteresse/;https://www.inteleria.com/champion-list/umbral-enchantress/;DEMONSPAWN
Tainix Haifleur;Tainix Haifleur;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-tainix-haifleur-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/tainix-haifleur/;https://www.inteleria.com/champion-list/tainix-hateflower/;DEMONSPAWN
Akoth the seared;Akoth le Brule;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-akoth-le-brule-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/akoth-the-seared/;DEMONSPAWN
Achak le Wendarin;Achak le Wendarin;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-achak-le-wendarin-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/achak-le-wendarin/;https://www.inteleria.com/champion-list/achak-the-wendarin/;DEMONSPAWN
Diabolist;Diaboliste;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-diaboliste-diabolist-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/diaboliste/;https://www.inteleria.com/champion-list/diabolist/;DEMONSPAWN
Tormentor;Persecuteur;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-persecuteur-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/tormentor/;DEMONSPAWN
Hound spawn;Rejeton de Cabot;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-rejeton-de-cabot-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/hound-spawn/;DEMONSPAWN
Hellfang;Croc infernal ;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-croc-infernal-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/hellfang/;DEMONSPAWN
Marquess;Marquise;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-marquise-marquess-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/marquess/;DEMONSPAWN
Ifrit;Ifrit;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-ifrit-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/ifrit/;DEMONSPAWN
Marquis;Marquis;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-marquis-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/marquis/;DEMONSPAWN
Fellhound;Chien Cruel;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-chien-cruel-fellhound-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/fellhound/;DEMONSPAWN
Malbranche;Malbranche;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-malbranche-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/malbranche/;DEMONSPAWN
Lemure;Lemur;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-lemur-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/lemure/;DEMONSPAWN
Incubus;Incube;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-incube-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/incubus/;DEMONSPAWN
